ID,Name,Location,Year,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage_kms,Engine_cc,Power_bhp,Seats,New_Price_Lakh,Price,Price_Difference_Lakh
1379,Mercedes-Benz E-Class 2015-2017 E350 Edition E,Jaipur,2015,41493,1,1,First,13.0,2987.0,265.0,5.0,20.48,42.0,-21.52
1380,Nissan Terrano XV 110 PS,Kochi,2014,103788,1,0,First,19.01,1461.0,108.5,5.0,20.48,5.67,14.81
1381,Renault Duster 110PS Diesel RxZ AMT,Bangalore,2016,45000,1,1,First,19.6,1461.0,108.45,5.0,15.05,11.5,3.5500000000000007
1382,Maruti Wagon R LXI Minor,Pune,2009,120000,0,0,First,18.9,998.0,67.1,5.0,20.48,1.69,18.79
1383,Hyundai Getz 1.5 CRDi GVS,Jaipur,2009,97359,1,0,Second,17.1,1493.0,110.0,5.0,20.48,1.8,18.68
1384,Maruti Ritz LXi,Mumbai,2016,62000,0,0,First,18.5,1197.0,85.8,5.0,20.48,3.2,17.28
1386,BMW 5 Series 520d Sport Line,Kochi,2019,18373,1,1,First,22.48,1995.0,187.74,5.0,20.48,45.86,-25.38
1387,Volkswagen Polo 1.2 MPI Highline,Hyderabad,2016,60453,0,0,First,16.47,1198.0,74.0,5.0,20.48,5.1,15.38
1389,Ford Figo Petrol ZXI,Mumbai,2010,69009,0,0,Second,15.6,1196.0,70.0,5.0,20.48,2.4,18.080000000000002
1390,BMW 3 Series 320d Luxury Line,Hyderabad,2013,30000,1,1,First,18.88,1995.0,184.0,5.0,20.48,22.0,-1.5199999999999996
1391,Hyundai Verna 1.6 SX CRDi (O),Delhi,2012,70707,1,0,First,22.32,1582.0,126.32,5.0,20.48,4.28,16.2
1392,Renault Duster 85PS Diesel RxL,Coimbatore,2015,64677,1,0,First,20.45,1461.0,83.8,5.0,20.48,5.67,14.81
1393,Hyundai Grand i10 1.2 Kappa Magna AT,Bangalore,2018,3000,0,1,First,18.9,1197.0,81.86,5.0,7.98,6.2,1.7800000000000002
1394,BMW X1 sDrive20d,Bangalore,2013,49000,1,1,Second,17.05,1995.0,184.0,5.0,20.48,14.49,5.99
1395,Maruti Ritz VDi,Pune,2010,71000,1,0,First,21.1,1248.0,73.9,5.0,20.48,3.0,17.48
1396,Hyundai i10 Era 1.1 iTech SE,Jaipur,2010,52000,0,0,Second,19.81,1086.0,68.05,5.0,20.48,2.25,18.23
1397,BMW X5 2014-2019 xDrive 30d Design Pure Experience 7 Seater,Kochi,2016,35659,1,1,First,15.97,2993.0,258.0,7.0,20.48,43.78,-23.3
1398,Honda City V MT Exclusive,Kochi,2019,5377,0,0,First,16.8,1497.0,116.3,5.0,20.48,11.45,9.030000000000001
1399,Mahindra Ssangyong Rexton RX7,Delhi,2014,65000,1,1,First,11.18,2696.0,184.0,7.0,20.48,10.5,9.98
1400,Ford Ecosport 1.5 DV5 MT Titanium Optional,Coimbatore,2015,92708,1,0,First,22.7,1498.0,89.84,5.0,20.48,7.48,13.0
1401,Maruti Alto LXi,Coimbatore,2010,48105,0,0,First,19.7,796.0,46.3,5.0,20.48,3.1,17.38
1402,Volkswagen Polo 1.2 MPI Highline,Mumbai,2011,46759,0,0,First,16.47,1198.0,74.0,5.0,20.48,2.55,17.93
1403,Volkswagen Polo Diesel Comfortline 1.2L,Jaipur,2013,62000,1,0,First,22.07,1199.0,73.9,5.0,20.48,3.5,16.98
1404,Volkswagen Polo Diesel Highline 1.2L,Kolkata,2012,35175,1,0,First,22.07,1199.0,73.9,5.0,20.48,2.59,17.89
1405,Maruti Ertiga ZDI,Kolkata,2013,70000,1,0,First,20.77,1248.0,88.8,7.0,20.48,5.45,15.030000000000001
1406,Ford EcoSport 1.5 TDCi Ambiente,Kolkata,2017,30000,1,0,First,22.77,1498.0,98.59,5.0,20.48,6.0,14.48
1407,Toyota Innova Crysta 2.8 ZX AT,Kolkata,2016,66618,1,1,First,11.36,2755.0,171.5,7.0,24.82,15.49,9.33
1408,BMW 5 Series 523i Sedan,Mumbai,2010,69300,0,1,Second,10.8,2497.0,150.0,5.0,20.48,12.5,7.98
1409,Maruti Swift Dzire Tour LDI,Kolkata,2017,148000,1,0,First,23.4,1248.0,74.0,5.0,20.48,4.75,15.73
1410,Ford Ecosport 1.0 Ecoboost Platinum Edition,Mumbai,2017,22000,0,0,First,18.88,999.0,123.24,5.0,20.48,7.85,12.63
1411,Hyundai Verna CRDi SX,Ahmedabad,2013,75000,1,0,First,16.8,1493.0,110.0,5.0,20.48,6.0,14.48
1412,Tata Zest Revotron 1.2T XM,Mumbai,2016,43706,0,0,First,17.57,1193.0,88.7,5.0,7.63,4.0,3.63
1413,Audi A7 2011-2015 3.0 TDI Quattro,Mumbai,2011,42000,1,1,First,14.4,2967.0,241.4,5.0,20.48,28.75,-8.27
1414,Tata Indica Vista Quadrajet VX,Pune,2012,65000,1,0,First,22.3,1248.0,74.0,5.0,20.48,2.5,17.98
1415,Maruti Swift Dzire VDI,Delhi,2015,76128,1,0,First,26.59,1248.0,74.0,5.0,20.48,5.5,14.98
1416,Fiat Linea Emotion,Kolkata,2010,39852,0,0,First,16.0,1368.0,90.0,5.0,20.48,1.59,18.89
1417,Hyundai i20 1.2 Spotz,Mumbai,2017,18673,0,0,First,18.6,1197.0,81.83,5.0,20.48,6.22,14.260000000000002
1418,Hyundai EON Era Plus,Kolkata,2016,11583,0,0,First,21.1,814.0,55.2,5.0,20.48,2.75,17.73
1420,Mercedes-Benz GLA Class 200 CDI SPORT,Pune,2017,50000,1,1,First,17.9,2143.0,136.0,5.0,20.48,25.0,-4.52
1421,Maruti Celerio VXI,Delhi,2014,77000,0,0,First,23.1,998.0,67.04,5.0,20.48,2.8,17.68
1422,Chevrolet Beat LT,Mumbai,2014,54890,0,0,Second,17.8,1199.0,76.8,5.0,20.48,2.45,18.03
1423,Honda Jazz 1.2 V AT i VTEC Privilege,Pune,2016,21000,0,1,First,19.0,1199.0,88.7,5.0,20.48,6.35,14.13
1424,BMW 3 Series 320d Highline,Mumbai,2009,58557,1,1,Third,16.07,1995.0,181.0,5.0,20.48,8.0,12.48
1425,Renault Duster 110PS Diesel RxL,Bangalore,2014,70000,1,0,First,19.01,1461.0,108.45,5.0,20.48,8.25,12.23
1426,Ford Figo 2015-2019 1.5P Titanium AT,Mumbai,2017,16000,0,1,First,17.01,1499.0,110.4,5.0,20.48,5.95,14.530000000000001
1427,Toyota Innova Crysta 2.4 VX MT,Kochi,2018,8899,1,0,First,13.68,2393.0,147.8,7.0,22.86,19.92,2.9399999999999977
1428,Chevrolet Beat Diesel LS,Kochi,2016,83629,1,0,First,25.44,936.0,56.3,5.0,20.48,3.15,17.330000000000002
1429,Volkswagen Polo GTI,Chennai,2014,35059,0,1,First,17.21,1798.0,189.0,4.0,20.48,5.75,14.73
1430,Ford Endeavour 3.2 Trend AT 4X4,Kochi,2018,30552,1,1,First,10.91,3198.0,197.2,7.0,20.48,32.44,-11.959999999999997
1431,Hyundai Verna 1.6 SX CRDI (O) AT,Kochi,2016,44875,1,1,Second,22.32,1582.0,126.32,5.0,20.48,8.01,12.47
1432,Ford Figo 2015-2019 1.2P Titanium Opt MT,Coimbatore,2017,25095,0,0,First,18.16,1196.0,86.8,5.0,20.48,6.48,14.0
1433,Maruti 800 AC,Jaipur,2007,59000,0,0,First,16.1,796.0,37.0,4.0,20.48,0.75,19.73
1434,Honda City i DTEC V,Kolkata,2014,36000,1,0,First,26.0,1498.0,98.6,5.0,20.48,5.0,15.48
1435,Mahindra XUV500 W8 2WD,Mumbai,2012,37000,1,0,First,16.0,2179.0,140.0,7.0,20.48,7.75,12.73
1436,Ford Figo Diesel ZXI,Chennai,2010,90000,1,0,First,20.0,1399.0,68.0,5.0,20.48,2.6,17.88
1437,Ford EcoSport 1.5 Petrol Titanium,Pune,2018,17000,0,0,First,17.0,1497.0,121.36,5.0,11.06,9.2,1.8600000000000012
1438,Hyundai i20 Asta 1.2,Mumbai,2015,42575,0,0,First,18.6,1197.0,81.83,5.0,20.48,5.05,15.43
1439,Toyota Innova 2.5 G (Diesel) 7 Seater BS IV,Hyderabad,2012,131000,1,0,First,12.99,2494.0,100.0,7.0,20.48,9.6,10.88
1440,Renault Duster 85PS Diesel RxL Optional,Mumbai,2013,74000,1,0,First,20.46,1461.0,83.8,5.0,20.48,5.5,14.98
1441,Toyota Innova 2.5 VX (Diesel) 8 Seater,Mumbai,2013,47234,1,0,First,12.99,2494.0,100.6,8.0,20.48,9.35,11.13
1442,Honda City 1.5 S MT,Delhi,2009,231673,0,0,First,17.0,1497.0,118.0,5.0,20.48,2.6,17.88
1443,Maruti Alto K10 VXI,Hyderabad,2016,10000,0,0,First,24.07,998.0,67.1,5.0,4.53,3.5,1.0300000000000002
1444,Nissan Micra Active XL Petrol,Kochi,2016,49389,0,0,First,19.49,1198.0,67.04,5.0,20.48,4.26,16.22
1445,Maruti Celerio VXI AT,Chennai,2016,12000,0,1,Second,23.1,998.0,67.04,5.0,20.48,4.25,16.23
1446,Mercedes-Benz New C-Class 200 Kompressor,Hyderabad,2010,65000,0,0,Second,11.7,1796.0,178.0,5.0,20.48,11.75,8.73
1447,Ford Fiesta Diesel Style,Chennai,2013,177000,1,0,First,23.5,1498.0,88.7,5.0,20.48,3.5,16.98
1448,Hyundai Verna 1.6 VTVT S,Jaipur,2015,89000,0,0,First,17.01,1591.0,121.3,5.0,20.48,7.5,12.98
1449,Hyundai i20 1.4 Asta (AT),Chennai,2009,72000,0,1,Third,15.0,1396.0,100.0,5.0,20.48,3.25,17.23
1450,Maruti Swift Dzire VXi,Chennai,2012,49000,0,0,First,17.5,1298.0,85.8,5.0,20.48,4.9,15.58
1451,Mercedes-Benz New C-Class C 220CDIBE Avantgarde Command,Hyderabad,2014,51355,1,1,First,14.84,2143.0,170.0,5.0,20.48,27.0,-6.52
1452,Hyundai Elite i20 Petrol Asta,Kochi,2017,13460,0,0,First,18.6,1197.0,81.86,5.0,20.48,8.91,11.57
1453,Hyundai Verna 1.6 VTVT EX AT,Kochi,2014,35642,0,1,First,17.01,1591.0,121.4,5.0,20.48,6.69,13.79
1454,Chevrolet Cruze LTZ,Kochi,2014,52895,1,0,First,17.3,1998.0,163.7,5.0,20.48,6.02,14.46
1455,Toyota Corolla Altis 1.8 G,Mumbai,2010,93000,0,0,First,14.28,1798.0,138.03,5.0,19.39,4.5,14.89
1456,Maruti A-Star Vxi,Pune,2011,70000,0,0,First,19.0,998.0,66.1,5.0,20.48,2.0,18.48
1457,Nissan Micra Diesel XV Premium,Kolkata,2012,32048,1,0,First,23.08,1461.0,63.1,5.0,20.48,2.4,18.080000000000002
1458,Tata Nano LX,Pune,2013,4700,0,0,First,25.4,624.0,37.48,4.0,20.48,1.2,19.28
1459,Maruti Swift Dzire Tour LDI,Delhi,2014,71800,1,0,First,23.4,1248.0,74.0,5.0,20.48,2.9,17.580000000000002
1461,Audi Q3 2.0 TDI Quattro,Ahmedabad,2016,45000,1,1,First,17.32,1968.0,184.0,5.0,20.48,27.0,-6.52
1462,Honda Amaze VX i-DTEC,Chennai,2016,15388,1,0,First,25.8,1498.0,98.6,5.0,20.48,7.5,12.98
1463,Chevrolet Optra 1.6 LS,Mumbai,2004,98798,0,0,First,14.7,1599.0,104.0,5.0,20.48,1.5,18.98
1464,Audi Q5 2.0 TDI Premium Plus,Hyderabad,2016,43000,1,1,First,14.16,1968.0,174.3,5.0,20.48,39.5,-19.02
1465,Maruti Ritz VDi,Hyderabad,2012,85112,1,0,First,23.2,1248.0,73.94,5.0,20.48,3.39,17.09
1466,Mahindra Scorpio S6 7 Seater,Kochi,2018,37804,1,0,First,15.4,2179.0,120.0,7.0,20.48,12.4,8.08
1467,Maruti Ciaz ZDi SHVS,Chennai,2014,45000,1,0,First,28.09,1248.0,88.5,5.0,20.48,6.85,13.63
1468,Toyota Corolla Altis Aero D 4D J,Pune,2011,116000,1,0,Second,21.43,1364.0,138.0,5.0,20.48,5.75,14.73
1469,Tata Indica V2 eLS,Chennai,2015,100073,1,0,Second,25.0,1396.0,69.0,5.0,20.48,2.0,18.48
1470,Maruti 800 Std BSIII,Jaipur,2006,165000,0,0,First,16.1,796.0,37.0,4.0,20.48,0.9,19.580000000000002
1471,Volkswagen Polo 1.2 MPI Highline,Kolkata,2015,22000,0,0,First,16.47,1198.0,74.0,5.0,20.48,3.8,16.68
1472,Hyundai Elantra 2.0 SX Option AT,Delhi,2017,9500,0,1,First,14.62,1999.0,149.92,5.0,21.77,16.35,5.419999999999998
1473,Toyota Fortuner 4x2 4 Speed AT,Hyderabad,2012,152000,1,1,First,11.5,2982.0,169.0,7.0,20.48,16.5,3.9800000000000004
1474,Maruti Baleno Zeta 1.2,Coimbatore,2019,17705,0,0,First,21.4,1197.0,83.1,5.0,20.48,8.7,11.780000000000001
1475,Maruti Baleno Zeta 1.2,Mumbai,2016,12000,0,0,First,21.4,1197.0,83.1,5.0,20.48,6.1,14.38
1476,Mini Cooper Countryman D,Hyderabad,2013,51000,1,1,First,23.8,1998.0,112.0,5.0,20.48,21.94,-1.4600000000000009
1477,Mercedes-Benz S Class 2005 2013 320 CDI,Chennai,2009,42000,1,1,Second,13.0,2987.0,210.0,5.0,20.48,22.0,-1.5199999999999996
1478,Maruti Alto K10 LXI,Delhi,2015,51000,0,0,First,20.92,998.0,67.1,5.0,20.48,2.65,17.830000000000002
1479,Maruti Swift VXI Optional,Kochi,2017,42527,0,0,First,20.4,1197.0,81.8,5.0,20.48,5.27,15.21
1480,Chevrolet Sail LT ABS,Kolkata,2014,45000,1,0,First,22.1,1248.0,74.0,5.0,20.48,2.48,18.0
1481,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Kolkata,2011,70000,1,0,First,12.8,2494.0,102.0,8.0,20.48,6.0,14.48
1482,Toyota Fortuner 3.0 Diesel,Mumbai,2009,92000,1,0,First,11.5,2982.0,171.0,7.0,20.48,8.9,11.58
1483,BMW 3 Series 320d Sport Line,Hyderabad,2012,57156,1,1,Second,18.88,1995.0,184.0,5.0,20.48,18.0,2.4800000000000004
1484,Skoda Octavia Ambition 1.4 TSI MT,Coimbatore,2016,53211,0,0,First,16.8,1395.0,138.02,5.0,20.48,11.64,8.84
1485,Toyota Fortuner 3.0 Diesel,Kolkata,2019,80000,1,0,First,11.5,2982.0,171.0,7.0,20.48,8.99,11.49
1486,Volkswagen Jetta 2007-2011 1.9 Highline TDI,Bangalore,2009,74000,1,1,First,15.5,1896.0,105.0,5.0,20.48,5.25,15.23
1487,Hyundai i20 1.4 CRDi Asta,Kolkata,2011,37000,1,0,First,23.0,1396.0,90.0,5.0,20.48,2.95,17.53
1488,Tata Manza Club Class Quadrajet90 LX,Mumbai,2013,64000,1,0,Second,21.02,1248.0,88.76,5.0,20.48,2.65,17.830000000000002
1489,Volkswagen Vento Petrol Highline,Pune,2013,57197,0,0,First,15.04,1598.0,103.6,5.0,20.48,4.0,16.48
1490,Hyundai Creta 1.6 SX Automatic Diesel,Chennai,2016,55000,1,1,First,17.6,1582.0,126.2,5.0,18.35,12.5,5.850000000000001
1491,Maruti Ritz VXI,Mumbai,2014,33000,0,0,First,21.1,1197.0,85.8,5.0,20.48,3.25,17.23
1492,Honda CR-V 2.0L 2WD MT,Delhi,2008,70000,0,0,First,13.1,1997.0,141.1,5.0,20.48,4.0,16.48
1493,Mahindra XUV500 W8 2WD,Delhi,2012,75000,1,0,Second,15.1,2179.0,140.0,7.0,20.48,6.25,14.23
1494,Volkswagen Ameo 1.5 TDI Comfortline,Jaipur,2016,58095,1,0,First,21.66,1498.0,108.62,5.0,9.19,5.8,3.3899999999999997
1495,Tata Zest Revotron 1.2 XT,Kolkata,2015,7445,0,0,First,17.57,1193.0,88.7,5.0,8.09,5.0,3.09
1496,Jaguar XJ 3.0L Portfolio LWB,Kochi,2016,17652,1,1,First,12.9,2993.0,270.88,5.0,20.48,58.73,-38.25
1497,Toyota Corolla Altis 1.8 VL CVT,Kochi,2018,28321,0,1,First,14.28,1798.0,138.03,5.0,23.25,17.49,5.760000000000002
1498,Maruti A-Star Vxi,Pune,2011,69000,0,0,Second,19.0,998.0,66.1,5.0,20.48,1.95,18.53
1499,Honda Accord VTi-L (AT),Mumbai,2007,80000,0,1,First,11.1,2354.0,142.0,5.0,20.48,3.0,17.48
1500,Hyundai i20 Asta (o),Delhi,2014,42365,0,0,First,17.0,1197.0,80.0,5.0,20.48,5.5,14.98
1501,Toyota Fortuner 4x2 AT,Delhi,2013,123000,1,1,First,12.55,2982.0,168.5,7.0,20.48,16.5,3.9800000000000004
1502,Mercedes-Benz New C-Class C 200 CGI Avantgarde,Mumbai,2011,40000,0,1,Second,11.74,1796.0,186.0,5.0,20.48,14.5,5.98
1503,Maruti Baleno Alpha 1.3,Hyderabad,2016,30112,1,0,First,27.39,1248.0,74.0,5.0,20.48,7.79,12.690000000000001
1504,Maruti Ertiga VDI,Kochi,2017,43775,1,0,First,20.77,1248.0,88.76,7.0,20.48,8.27,12.21
1505,Land Rover Range Rover Sport SE,Kochi,2019,26013,1,1,First,12.65,2993.0,255.0,5.0,1.39,97.07,-95.67999999999999
1506,Chevrolet Optra Magnum 1.6 LT ABS BS3,Mumbai,2012,56000,0,0,First,12.9,1598.0,102.5,5.0,20.48,2.15,18.330000000000002
1507,Honda Civic 2006-2010 1.8 V AT,Hyderabad,2008,95000,0,1,Second,12.9,1799.0,130.0,5.0,20.48,3.0,17.48
1508,BMW X3 xDrive20d,Coimbatore,2014,41089,1,1,First,16.09,1995.0,184.0,5.0,20.48,28.79,-8.309999999999999
1509,Skoda Laura Ambition 2.0 TDI CR AT,Mumbai,2011,41988,1,1,First,20.0,1968.0,138.1,5.0,20.48,5.45,15.030000000000001
1510,Maruti Swift Dzire VDI,Delhi,2013,72486,1,0,First,23.4,1248.0,74.0,5.0,20.48,3.95,16.53
1511,Volvo V40 Cross Country D3,Pune,2013,92000,1,1,First,23.3,1984.0,150.0,5.0,20.48,16.0,4.48
1512,Maruti Swift Dzire ZXi,Delhi,2013,40000,0,0,First,17.5,1298.0,85.8,5.0,20.48,4.25,16.23
1513,Land Rover Range Rover 2.2L Pure,Bangalore,2014,56000,1,1,First,12.7,2179.0,187.7,5.0,20.48,34.5,-14.02
1514,Honda Accord 2.4 AT,Mumbai,2008,125000,0,1,Third,11.7,2354.0,177.6,5.0,20.48,2.6,17.88
1515,Toyota Innova 2.5 G (Diesel) 8 Seater,Kochi,2017,29219,1,0,First,12.99,2494.0,100.6,8.0,20.48,13.48,7.0
1516,Toyota Fortuner 4x4 MT,Hyderabad,2018,39927,1,0,First,12.55,2982.0,168.5,7.0,20.48,32.1,-11.620000000000001
1517,Honda Jazz 1.2 E i VTEC,Kochi,2018,38593,0,0,First,18.7,1199.0,88.7,5.0,20.48,6.17,14.31
1518,Honda City 1.5 V MT,Kolkata,2015,32000,0,0,First,17.0,1497.0,118.0,5.0,20.48,5.5,14.98
1519,Maruti Dzire AMT ZDI Plus,Hyderabad,2017,28226,1,1,First,28.4,1248.0,73.75,5.0,11.52,9.15,2.369999999999999
1520,Nissan Sunny 2011-2014 Diesel XL,Pune,2014,95000,1,0,First,21.64,1461.0,84.8,5.0,20.48,4.5,15.98
1521,Toyota Innova 2.5 G (Diesel) 8 Seater,Chennai,2014,194000,1,0,First,12.99,2494.0,100.6,8.0,20.48,10.5,9.98
1522,Honda Brio S MT,Coimbatore,2016,14821,0,0,First,19.4,1198.0,86.8,5.0,20.48,5.37,15.11
1523,Volkswagen Vento Petrol Trendline,Bangalore,2012,52000,0,0,First,15.04,1598.0,103.6,5.0,20.48,5.45,15.030000000000001
1524,Mahindra XUV500 W4,Mumbai,2016,33000,1,0,First,16.0,2179.0,140.0,7.0,20.48,9.25,11.23
1525,Ford EcoSport 1.5 Diesel Titanium Plus,Chennai,2016,29200,1,0,First,23.0,1498.0,98.96,5.0,13.23,7.7,5.53
1526,Skoda Yeti Ambition 4X2,Hyderabad,2012,99754,1,0,First,17.72,1968.0,108.49,5.0,20.48,7.99,12.49
1527,Hyundai i10 Sportz,Chennai,2012,49000,0,0,First,20.36,1197.0,78.9,5.0,20.48,3.0,17.48
1528,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,Hyderabad,2005,299322,1,0,First,12.8,2494.0,102.0,8.0,20.48,4.0,16.48
1529,Tata Zest Quadrajet 1.3 XT,Coimbatore,2018,38310,1,0,First,20.65,1248.0,88.7,5.0,10.06,6.69,3.37
1530,Maruti Swift VDI,Delhi,2014,56000,1,0,First,22.9,1248.0,74.0,5.0,20.48,4.25,16.23
1531,Skoda Rapid 1.5 TDI AT Style,Kolkata,2017,31300,1,1,First,21.72,1498.0,108.4,5.0,15.34,10.5,4.84
1532,Toyota Innova Crysta 2.4 VX MT 8S,Coimbatore,2019,11241,1,0,First,13.68,2393.0,147.8,8.0,24.01,22.55,1.4600000000000009
1533,Hyundai Verna 1.6 SX VTVT,Pune,2014,48000,0,0,Second,17.01,1591.0,121.3,5.0,20.48,5.2,15.280000000000001
1534,Honda City i VTEC VX Option,Coimbatore,2019,23882,0,0,First,17.4,1497.0,117.3,5.0,20.48,11.87,8.610000000000001
1535,Honda City i DTEC SV,Hyderabad,2014,65000,1,0,First,26.0,1498.0,98.6,5.0,20.48,6.99,13.49
1536,Volkswagen Vento Diesel Highline,Jaipur,2011,50000,1,0,First,20.54,1598.0,103.6,5.0,20.48,5.0,15.48
1537,Audi Q5 2008-2012 3.0 TDI,Chennai,2014,25000,1,1,First,12.19,2967.0,236.0,5.0,20.48,44.0,-23.52
1538,Maruti Alto 800 LXI,Chennai,2015,21000,0,0,First,22.74,796.0,47.3,5.0,20.48,2.79,17.69
1539,Tata Manza ELAN Quadrajet BS IV,Pune,2012,148000,1,0,Second,21.12,1248.0,88.8,5.0,20.48,2.9,17.580000000000002
1540,Hyundai Creta 1.6 SX Plus Dual Tone Petrol,Delhi,2016,68000,0,0,First,15.29,1591.0,121.3,5.0,20.48,9.85,10.63
1541,Mercedes-Benz GL-Class 2007 2012 350 CDI Luxury,Bangalore,2014,52000,1,1,First,12.0,2987.0,224.0,7.0,20.48,49.0,-28.52
1542,Mahindra Thar CRDe,Jaipur,2016,19000,1,0,First,16.55,2498.0,105.0,6.0,11.39,9.25,2.1400000000000006
1543,Hyundai Verna 1.6 CRDI,Mumbai,2011,74000,1,0,Second,22.32,1582.0,126.3,5.0,20.48,3.75,16.73
1544,Ford Aspire Titanium Diesel,Coimbatore,2017,30279,1,0,First,26.1,1498.0,99.0,5.0,9.79,7.29,2.499999999999999
1545,Mini Cooper 3 DOOR D,Mumbai,2016,20000,1,1,First,20.7,1496.0,113.98,4.0,35.0,23.5,11.5
1546,Maruti Omni 8 Seater BSIV,Hyderabad,2013,34834,0,0,First,14.0,796.0,35.0,5.0,20.48,2.6,17.88
1547,Mahindra Verito 1.5 D4 BSIV,Pune,2015,90000,1,0,Second,21.03,1461.0,65.0,5.0,9.26,3.1,6.16
1548,Mercedes-Benz E-Class 2009-2013 E250 CDI Elegance,Coimbatore,2016,38730,1,1,First,14.21,2143.0,203.0,5.0,20.48,29.98,-9.5
1549,Renault Duster 110PS Diesel RxZ,Kochi,2016,57390,1,0,First,19.01,1461.0,108.45,5.0,20.48,6.73,13.75
1550,Maruti Swift Dzire Tour LDI,Kolkata,2016,100000,1,0,First,23.4,1248.0,74.0,5.0,20.48,3.5,16.98
1551,Volkswagen Polo Petrol Highline 1.2L,Kolkata,2011,50000,0,0,First,16.47,1198.0,73.9,5.0,20.48,2.35,18.13
1552,Mahindra XUV500 W10 2WD,Coimbatore,2017,64961,1,0,First,16.0,2179.0,140.0,7.0,20.48,16.13,4.350000000000001
1553,Volkswagen Polo 1.2 MPI Highline,Coimbatore,2014,72465,0,0,First,16.47,1198.0,74.0,5.0,20.48,5.9,14.58
1554,Maruti Ritz VXI,Hyderabad,2012,68776,0,0,First,21.1,1197.0,85.8,5.0,20.48,3.9,16.580000000000002
1556,Toyota Innova 2.5 GX 7 STR BSIV,Delhi,2012,68000,1,0,First,12.8,2494.0,102.0,7.0,20.48,6.95,13.530000000000001
1557,Honda City i DTec SV,Delhi,2015,33000,1,0,First,26.0,1498.0,98.6,5.0,20.48,7.0,13.48
1558,Volkswagen Ameo 1.2 MPI Highline,Coimbatore,2017,22389,0,0,First,17.0,1198.0,73.75,5.0,8.68,7.23,1.4499999999999993
1559,Maruti SX4 ZDI Leather,Mumbai,2012,90000,1,0,First,21.5,1248.0,88.8,5.0,20.48,3.81,16.67
1560,Maruti Swift ZXI,Chennai,2012,42000,0,0,Third,18.6,1197.0,85.8,5.0,20.48,4.5,15.98
1561,Hyundai Creta 1.6 CRDi SX,Pune,2017,38767,1,0,First,19.67,1582.0,126.2,5.0,20.48,12.6,7.880000000000001
1562,Audi Q7 35 TDI Quattro Technology,Bangalore,2015,21000,1,1,First,12.07,2967.0,241.4,7.0,20.48,48.0,-27.52
1563,Maruti Alto LXi BSIII,Coimbatore,2010,59136,0,0,First,19.7,796.0,46.3,5.0,20.48,2.96,17.52
1564,Honda Amaze SX i-DTEC,Kolkata,2014,36000,1,0,First,25.8,1498.0,98.6,5.0,20.48,3.25,17.23
1565,Volkswagen Passat Diesel Highline 2.0 TDI,Chennai,2011,95000,1,1,Second,18.33,1968.0,167.7,5.0,20.48,8.5,11.98
1566,Hyundai Elantra CRDi SX AT,Mumbai,2013,51000,1,1,First,19.5,1582.0,126.24,5.0,20.48,8.75,11.73
1567,Maruti Wagon R VXI BS IV,Kochi,2011,36411,0,0,First,18.9,998.0,67.1,5.0,20.48,3.08,17.4
1568,Land Rover Discovery Sport TD4 HSE 7S,Mumbai,2017,40000,1,1,First,12.81,1999.0,148.31,7.0,66.39,41.5,24.89
1569,Honda City i VTEC SV,Pune,2016,27300,0,0,First,17.8,1497.0,117.3,5.0,20.48,7.0,13.48
1570,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,Kochi,2011,29813,0,1,Second,14.74,1991.0,181.03,5.0,20.48,11.5,8.98
1571,Maruti Wagon R LX BS IV,Pune,2011,71000,0,0,First,20.51,998.0,67.04,5.0,20.48,2.6,17.88
1572,Hyundai Verna 1.6 CRDI,Kolkata,2014,32000,1,0,First,22.32,1582.0,126.3,5.0,20.48,4.3,16.18
1574,Volkswagen Tiguan 2.0 TDI Highline,Jaipur,2017,50510,1,1,First,17.06,1968.0,141.0,5.0,36.45,24.9,11.550000000000004
1575,BMW X1 sDrive 20d Exclusive,Pune,2011,102000,1,1,First,15.06,1995.0,177.0,5.0,20.48,13.75,6.73
1576,Hyundai Grand i10 1.2 CRDi Sportz Option,Kolkata,2014,42277,1,0,First,24.0,1186.0,73.97,5.0,20.48,3.85,16.63
1577,Mercedes-Benz E-Class E250 CDI Avantgrade,Mumbai,2014,46000,1,1,First,13.0,2143.0,201.1,5.0,20.48,23.25,-2.7699999999999996
1579,Hyundai Grand i10 Asta Option,Bangalore,2015,50000,0,0,First,18.9,1197.0,82.0,5.0,20.48,5.75,14.73
1580,Hyundai i10 Magna 1.2,Mumbai,2008,62000,0,0,Second,20.36,1197.0,78.9,5.0,20.48,1.65,18.830000000000002
1581,Volkswagen Jetta 2012-2014 2.0L TDI Comfortline,Mumbai,2012,78000,1,0,First,19.33,1968.0,138.1,5.0,20.48,6.5,13.98
1582,Skoda Yeti Elegance,Chennai,2011,79000,1,0,First,17.67,1968.0,138.08,5.0,20.48,7.5,12.98
1583,Audi Q7 45 TDI Quattro Premium Plus,Kochi,2019,6773,1,1,First,14.75,2967.0,245.0,7.0,91.38,72.94,18.439999999999998
1584,Toyota Fortuner 3.0 Diesel,Chennai,2010,135000,1,0,Second,11.5,2982.0,171.0,7.0,20.48,11.0,9.48
